age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income50k
40,Private,Some-school,11,other,Managerial-ProfSpecialty,Other-relative,White,Female,0,0,40,United-States,0
39,Self-employed,HS-grad,9,Never-married,PrecisionProduction-Craft-Repair,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
39,Private,Some-school,12,Divorced,Service,Unmarried,Black,Female,0,0,40,United-States,0
31,Private,Some-college,10,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,40,United-States,0
31,Private,Bachelors,13,Married,Operator-Fabricator-Laborer,Husband,Other,Male,0,0,36,Latin-America,0
27,Private,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Not-in-family,Black,Female,0,0,40,United-States,0
36,Self-employed,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,50,Asia,0
40,Official,Bachelors,13,Divorced,Tech-Sales-AdmSupport,Not-in-family,White,Female,8614,0,40,Europe,1
57,Private,HS-grad,9,Married,Service,Husband,White,Male,0,0,40,Latin-America,0
24,Private,HS-grad,9,Never-married,Service,Not-in-family,White,Female,0,0,35,United-States,0
30,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Male,0,0,45,United-States,0
28,Private,MS-grad,8,Never-married,Operator-Fabricator-Laborer,Not-in-family,White,Male,0,0,50,United-States,0
22,Private,Bachelors,13,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Male,0,0,40,United-States,0
31,Private,other,4,Never-married,Operator-Fabricator-Laborer,Own-child,White,Male,0,0,50,United-States,0
33,Private,HS-grad,9,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,44,United-States,1
20,Private,Some-college,10,Never-married,Operator-Fabricator-Laborer,Other-relative,White,Male,0,0,15,United-States,0
25,Private,MS-grad,8,Married,Farming-Forestry-Fishing,Husband,Other,Male,0,0,60,Latin-America,0
49,Official,Some-college,10,Married,Farming-Forestry-Fishing,Husband,White,Male,0,0,40,United-States,0
21,Private,HS-grad,9,Never-married,Service,Own-child,White,Female,0,0,35,United-States,0
45,Private,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,45,United-States,1
36,Official,HS-grad,9,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,45,United-States,1
41,Private,other,3,other,Service,Not-in-family,White,Female,0,0,32,Latin-America,0
23,Private,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Male,0,1602,12,United-States,0
47,Private,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,50,United-States,1
41,Private,HS-grad,9,Divorced,Managerial-ProfSpecialty,Not-in-family,White,Male,0,0,50,United-States,0
30,Private,HS-grad,9,Never-married,Operator-Fabricator-Laborer,Unmarried,White,Female,0,0,40,United-States,0
29,Official,Some-college,10,Never-married,Farming-Forestry-Fishing,Not-in-family,White,Male,0,0,40,United-States,0
31,Private,other,4,Divorced,Operator-Fabricator-Laborer,Unmarried,White,Female,0,0,40,United-States,0
64,,other,5,Married,,Husband,White,Male,0,0,50,United-States,0
55,Private,other,5,Married,Operator-Fabricator-Laborer,Other-relative,Asian-Pac-Islander,Male,0,0,40,Asia,0
19,Private,HS-grad,9,Never-married,Service,Not-in-family,White,Male,0,0,35,United-States,0
31,Official,MS-grad,8,Married,Tech-Sales-AdmSupport,Wife,White,Female,0,0,40,United-States,1
18,Official,MS-grad,7,Never-married,Service,Own-child,White,Male,0,0,8,United-States,0
68,Private,HS-grad,9,other,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,24,United-States,0
50,,Some-college,10,Married,,Husband,White,Male,0,0,40,United-States,0
36,Official,Some-college,10,Never-married,Managerial-ProfSpecialty,Unmarried,Black,Female,0,0,48,United-States,0
44,Private,Masters,15,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,50,United-States,1
58,Self-employed,HS-grad,9,Married,Tech-Sales-AdmSupport,Wife,White,Female,0,0,20,United-States,1
20,Private,HS-grad,9,Never-married,Tech-Sales-AdmSupport,Own-child,Black,Female,0,0,20,United-States,0
18,Private,other,6,Never-married,Operator-Fabricator-Laborer,Own-child,White,Male,0,0,40,United-States,0
32,Private,HS-grad,9,Never-married,Operator-Fabricator-Laborer,Own-child,White,Female,0,0,30,United-States,0
49,Self-employed,HS-grad,9,Divorced,Service,Not-in-family,White,Female,0,0,40,United-States,0
34,Private,HS-grad,9,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,40,United-States,0
22,Private,HS-grad,9,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,40,United-States,0
40,Private,HS-grad,9,Married,Service,Husband,White,Male,0,0,45,United-States,0
35,Private,HS-grad,9,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,40,United-States,0
26,Private,Some-college,10,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,50,,0
44,Self-employed,MS-grad,8,Married,Managerial-ProfSpecialty,Husband,Asian-Pac-Islander,Male,0,0,60,Asia,0
55,Private,HS-grad,9,Divorced,Managerial-ProfSpecialty,Not-in-family,White,Female,0,0,60,United-States,0
21,Private,Some-school,11,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,2603,40,United-States,0
54,Private,Some-college,10,Married,PrecisionProduction-Craft-Repair,Wife,White,Female,0,0,40,United-States,0
39,Official,Some-college,10,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Female,2202,0,44,United-States,0
52,Private,HS-grad,9,Divorced,Service,Not-in-family,White,Male,0,0,38,United-States,0
57,Self-employed,Bachelors,13,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,50,United-States,1
67,,other,4,other,,Not-in-family,White,Female,0,0,35,United-States,0
58,Official,HS-grad,9,Divorced,Tech-Sales-AdmSupport,Unmarried,White,Female,0,0,40,United-States,0
27,Official,Some-college,10,Never-married,Managerial-ProfSpecialty,Other-relative,White,Male,0,0,16,United-States,0
66,,HS-grad,9,Married,,Husband,White,Male,0,0,15,United-States,0
41,Private,Some-college,10,Divorced,Operator-Fabricator-Laborer,Not-in-family,White,Male,0,0,40,United-States,0
18,Private,MS-grad,7,Never-married,Managerial-ProfSpecialty,Own-child,White,Female,0,0,16,United-States,0
58,Private,HS-grad,9,other,PrecisionProduction-Craft-Repair,Unmarried,White,Male,8614,0,52,Latin-America,1
50,Private,other,3,Divorced,Service,Not-in-family,White,Male,0,0,37,Latin-America,0
31,Private,Some-college,10,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Male,0,0,40,United-States,0
32,Private,other,6,Divorced,Operator-Fabricator-Laborer,Not-in-family,White,Male,0,0,40,United-States,0
37,Self-employed,Some-college,10,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,45,United-States,0
26,Self-employed,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,20,United-States,0
33,Official,Some-school,11,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,50,United-States,0
35,Official,HS-grad,9,Never-married,Service,Unmarried,Black,Female,0,0,40,United-States,0
44,Private,Bachelors,13,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Female,0,0,45,Latin-America,0
26,Private,Bachelors,13,Never-married,PrecisionProduction-Craft-Repair,Own-child,White,Male,0,0,40,Latin-America,0
48,Official,HS-grad,9,Divorced,Tech-Sales-AdmSupport,Not-in-family,White,Male,0,0,40,United-States,0
40,Private,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Male,0,0,40,United-States,0
62,Private,other,6,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,35,United-States,0
37,Private,Masters,15,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,45,United-States,1
18,Private,MS-grad,7,Never-married,Tech-Sales-AdmSupport,Own-child,White,Male,0,0,18,United-States,0
48,Private,HS-grad,9,Divorced,Operator-Fabricator-Laborer,Other-relative,Other,Female,0,0,38,Latin-America,0
45,Private,Masters,14,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,50,United-States,0
35,Private,Some-college,10,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,45,United-States,0
35,Private,HS-grad,9,Divorced,PrecisionProduction-Craft-Repair,Unmarried,White,Male,0,0,40,United-States,0
34,Self-employed,HS-grad,9,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,51,United-States,0
29,Private,HS-grad,9,Married,Service,Wife,White,Female,0,0,40,Latin-America,0
19,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Own-child,White,Male,0,0,30,United-States,0
53,Official,Some-college,10,Married,Service,Husband,White,Male,0,0,60,United-States,0
49,Private,Some-college,10,Divorced,Service,Not-in-family,White,Male,0,0,40,United-States,0
71,Private,HS-grad,9,other,Tech-Sales-AdmSupport,Other-relative,White,Female,0,0,16,United-States,0
38,Private,other,4,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,36,Latin-America,0
39,Official,Masters,14,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,45,United-States,0
23,Private,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,40,United-States,0
29,Self-employed,Bachelors,13,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,50,United-States,1
52,Private,other,3,Divorced,Farming-Forestry-Fishing,Unmarried,White,Male,0,0,40,United-States,0
41,Private,Some-college,10,Married,Tech-Sales-AdmSupport,Wife,White,Female,0,0,40,United-States,1
20,Private,Some-college,10,Never-married,Service,Not-in-family,White,Male,0,0,35,United-States,0
30,Private,Some-college,10,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,45,United-States,0
56,Private,other,6,Divorced,Tech-Sales-AdmSupport,Unmarried,Black,Female,0,0,36,United-States,0
26,Private,HS-grad,9,Divorced,Tech-Sales-AdmSupport,Unmarried,White,Female,0,0,40,United-States,0
36,Official,HS-grad,9,Divorced,Tech-Sales-AdmSupport,Unmarried,White,Female,0,0,40,United-States,0
26,Official,Bachelors,13,Never-married,Managerial-ProfSpecialty,Own-child,Black,Female,0,0,42,United-States,0
58,Private,Some-school,12,Married,Operator-Fabricator-Laborer,Husband,Black,Male,0,1848,40,United-States,1
24,Private,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Own-child,White,Male,0,0,40,United-States,0
41,Private,Some-college,10,Divorced,Tech-Sales-AdmSupport,Not-in-family,Asian-Pac-Islander,Female,0,0,32,United-States,0
27,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Own-child,White,Male,0,0,35,United-States,0
28,Official,Some-college,10,other,Managerial-ProfSpecialty,Own-child,White,Male,0,2339,40,United-States,0
57,Self-employed,HS-grad,9,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,40,United-States,0
21,Official,Some-college,10,Never-married,Managerial-ProfSpecialty,Own-child,White,Female,0,0,20,United-States,0
50,Private,HS-grad,9,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,40,United-States,0
27,Private,HS-grad,9,Married,Operator-Fabricator-Laborer,Husband,Black,Male,0,0,40,United-States,0
58,Private,Bachelors,13,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Female,0,0,60,United-States,0
27,Self-employed,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,50,United-States,0
36,Private,HS-grad,9,other,Tech-Sales-AdmSupport,Unmarried,Black,Female,0,0,17,United-States,0
68,Official,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,20051,0,40,United-States,1
33,Self-employed,HS-grad,9,other,Tech-Sales-AdmSupport,Unmarried,White,Female,0,0,40,United-States,0
19,Private,Some-college,10,Never-married,Service,Own-child,White,Female,0,0,18,United-States,0
26,Private,HS-grad,9,other,Tech-Sales-AdmSupport,Unmarried,Black,Female,0,0,40,United-States,0
37,Private,HS-grad,9,Never-married,Operator-Fabricator-Laborer,Unmarried,Black,Female,0,0,30,United-States,0
53,Private,HS-grad,9,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,45,United-States,0
32,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Not-in-family,Black,Male,0,0,38,United-States,0
18,Private,MS-grad,7,Never-married,Managerial-ProfSpecialty,Own-child,White,Female,0,0,25,United-States,0
53,Private,HS-grad,9,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,40,United-States,1
40,Self-employed,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,40,United-States,0
50,Private,Some-college,10,Divorced,Managerial-ProfSpecialty,Unmarried,White,Female,0,0,40,United-States,0
43,Private,Bachelors,13,Married,Managerial-ProfSpecialty,Wife,White,Female,15024,0,50,United-States,1
60,Private,Bachelors,13,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,46,United-States,1
28,Self-employed,HS-grad,9,Married,Tech-Sales-AdmSupport,Wife,White,Female,0,0,40,United-States,0
34,Private,HS-grad,9,Divorced,Tech-Sales-AdmSupport,Not-in-family,White,Male,0,1669,45,United-States,0
37,Private,HS-grad,9,Divorced,Operator-Fabricator-Laborer,Not-in-family,White,Male,0,0,40,United-States,0
25,Private,HS-grad,9,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,40,United-States,0
46,Private,Masters,14,Married,Managerial-ProfSpecialty,Husband,White,Male,15024,0,65,United-States,1
21,Private,MS-grad,7,other,Operator-Fabricator-Laborer,Own-child,White,Male,0,1762,40,Latin-America,0
26,Private,Bachelors,13,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Female,0,0,45,United-States,0
47,Private,HS-grad,9,Never-married,Tech-Sales-AdmSupport,Other-relative,White,Female,0,0,40,United-States,0
18,Private,MS-grad,8,Never-married,Operator-Fabricator-Laborer,Own-child,White,Male,0,0,20,United-States,0
22,Private,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,16,United-States,0
36,Private,Some-college,10,Divorced,Operator-Fabricator-Laborer,Own-child,White,Female,0,0,30,United-States,0
59,Self-employed,HS-grad,9,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,48,United-States,0
33,Private,HS-grad,9,Married,Service,Wife,White,Female,0,0,38,Latin-America,0
33,Private,other,6,Divorced,PrecisionProduction-Craft-Repair,Not-in-family,White,Male,0,0,35,Europe,0
53,Self-employed,Bachelors,13,Married,Tech-Sales-AdmSupport,Wife,Asian-Pac-Islander,Female,0,0,50,Asia,0
44,Official,Some-college,10,Married,Managerial-ProfSpecialty,Husband,White,Male,3411,0,40,United-States,0
55,Private,HS-grad,9,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,50,United-States,0
56,Private,HS-grad,9,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,50,United-States,0
54,Self-employed,Some-college,10,Divorced,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,35,United-States,0
51,Private,HS-grad,9,Divorced,Managerial-ProfSpecialty,Not-in-family,White,Male,0,0,40,United-States,0
31,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Female,2463,0,38,United-States,0
43,Private,Masters,14,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,50,United-States,1
44,Private,HS-grad,9,Divorced,Service,Unmarried,White,Female,0,0,40,United-States,0
22,Private,Some-college,10,Never-married,Managerial-ProfSpecialty,Own-child,White,Male,0,0,50,United-States,0
43,Official,HS-grad,9,Married,Service,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
26,Official,Some-school,12,Never-married,Tech-Sales-AdmSupport,Unmarried,Black,Female,0,0,40,United-States,0
30,Private,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Own-child,White,Male,0,0,18,United-States,0
30,Private,other,5,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,2580,0,40,United-States,0
46,Private,HS-grad,9,Never-married,Service,Not-in-family,White,Male,0,0,15,United-States,0
27,Private,Bachelors,13,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,50,United-States,0
26,Private,HS-grad,9,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,50,United-States,0
36,Private,Bachelors,13,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Male,8614,0,40,United-States,1
25,Self-employed,HS-grad,9,other,PrecisionProduction-Craft-Repair,Own-child,White,Male,0,0,35,United-States,0
30,Official,Masters,15,Never-married,Managerial-ProfSpecialty,Not-in-family,Black,Female,0,0,40,United-States,0
46,Official,HS-grad,9,Married,Service,Husband,Black,Male,7298,0,40,United-States,1
47,Private,Some-college,10,Married,Tech-Sales-AdmSupport,Wife,Black,Female,0,0,48,United-States,1
66,Self-employed,Bachelors,13,Married,Tech-Sales-AdmSupport,Husband,White,Male,5556,0,26,United-States,1
43,Private,other,6,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,40,United-States,0
71,,HS-grad,9,other,,Not-in-family,White,Female,0,0,20,United-States,0
36,Official,Bachelors,13,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,1848,55,United-States,1
46,,HS-grad,9,other,,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Asia,0
44,Official,Some-college,10,other,Tech-Sales-AdmSupport,Unmarried,White,Female,0,0,15,United-States,0
42,Private,Doctorate,16,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,50,United-States,0
39,Private,Bachelors,13,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,1977,45,Asia,1
36,Private,Some-school,12,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,50,United-States,1
60,Self-employed,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,0,1977,45,United-States,1
37,Private,Some-college,10,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,50,United-States,1
26,Private,Bachelors,13,Never-married,Operator-Fabricator-Laborer,Own-child,White,Male,0,0,20,United-States,0
24,Private,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,30,United-States,0
17,,MS-grad,7,Never-married,,Own-child,White,Male,0,0,18,United-States,0
45,Official,Masters,14,Divorced,Managerial-ProfSpecialty,Not-in-family,White,Female,0,0,35,United-States,0
54,Private,Some-college,10,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,48,United-States,1
22,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Own-child,White,Female,0,0,30,United-States,0
63,Official,Masters,14,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,48,United-States,0
22,Private,HS-grad,9,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,43,United-States,0
27,Private,Some-college,10,Never-married,Service,Not-in-family,White,Male,0,0,25,United-States,0
33,Private,other,5,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,33,Latin-America,0
64,Private,Bachelors,13,other,Managerial-ProfSpecialty,Not-in-family,White,Female,0,0,30,United-States,0
50,Private,Some-school,12,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,50,United-States,1
44,Self-employed,Some-school,11,other,Managerial-ProfSpecialty,Unmarried,White,Female,0,0,40,United-States,0
31,Private,HS-grad,9,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,50,United-States,0
44,Private,HS-grad,9,Divorced,Tech-Sales-AdmSupport,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Asia,0
53,Self-employed,other,6,Married,Farming-Forestry-Fishing,Husband,White,Male,0,0,35,United-States,0
33,Official,HS-grad,9,other,Service,Unmarried,White,Female,0,0,40,United-States,0
34,Official,MS-grad,8,Married,Military,Husband,White,Male,0,0,40,United-States,0
27,Private,HS-grad,9,Never-married,Operator-Fabricator-Laborer,Not-in-family,White,Male,0,0,70,United-States,0
43,,Some-school,11,other,,Not-in-family,White,Female,0,2339,36,United-States,0
80,Self-employed,HS-grad,9,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Male,0,0,20,United-States,0
31,Private,Some-school,12,Divorced,Service,Not-in-family,White,Female,0,0,32,United-States,0
40,Private,HS-grad,9,Married,PrecisionProduction-Craft-Repair,Husband,Black,Male,0,0,40,United-States,1
53,Official,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,40,United-States,0
58,Private,HS-grad,9,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,44,United-States,0
38,Private,Some-college,10,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,40,United-States,1
33,Private,Masters,15,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,40,United-States,1
48,Official,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,60,Latin-America,1
23,Private,Some-college,10,Married,Managerial-ProfSpecialty,Wife,Black,Female,0,0,40,United-States,0
31,Self-employed,HS-grad,9,Never-married,PrecisionProduction-Craft-Repair,Own-child,White,Male,0,0,50,United-States,0
52,Self-employed,Masters,14,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,70,United-States,0
24,Private,HS-grad,9,Never-married,Tech-Sales-AdmSupport,Own-child,White,Male,0,0,40,United-States,0
45,Self-employed,other,5,Married,Farming-Forestry-Fishing,Husband,White,Male,0,0,40,United-States,0
36,Private,HS-grad,9,Married,Tech-Sales-AdmSupport,Wife,White,Female,0,0,40,United-States,1
52,Private,other,3,other,Service,Unmarried,White,Female,0,0,40,Latin-America,0
54,Private,HS-grad,9,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,40,United-States,0
39,Private,Masters,15,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,55,United-States,1
40,Private,Bachelors,13,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,50,United-States,1
28,Private,HS-grad,9,Never-married,Tech-Sales-AdmSupport,Not-in-family,Asian-Pac-Islander,Male,0,0,50,United-States,0
21,,Some-college,10,Never-married,,Own-child,White,Male,0,0,16,United-States,0
23,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,40,United-States,0
36,Self-employed,other,4,Never-married,PrecisionProduction-Craft-Repair,Unmarried,Black,Male,0,0,40,United-States,0
22,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Own-child,White,Female,0,0,15,United-States,0
55,Official,Masters,14,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,50,United-States,0
71,Private,HS-grad,9,Never-married,Operator-Fabricator-Laborer,Not-in-family,White,Male,0,0,17,United-States,0
47,Private,Doctorate,16,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,60,United-States,1
17,Self-employed,other,6,Never-married,Tech-Sales-AdmSupport,Own-child,White,Male,0,0,12,United-States,0
31,Private,Bachelors,13,Married,Managerial-ProfSpecialty,Wife,White,Female,0,0,50,United-States,1
32,Private,Some-college,10,Never-married,Service,Other-relative,Asian-Pac-Islander,Male,0,0,40,,0
46,Private,Some-college,10,Married,Operator-Fabricator-Laborer,Husband,White,Male,3103,0,40,United-States,1
27,Private,Bachelors,13,Never-married,Managerial-ProfSpecialty,Own-child,White,Female,0,0,40,United-States,0
39,Official,Some-college,10,Married,Managerial-ProfSpecialty,Husband,White,Male,0,1902,50,United-States,1
40,Private,HS-grad,9,Divorced,Operator-Fabricator-Laborer,Not-in-family,White,Female,0,0,48,United-States,0
30,Private,HS-grad,9,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,1602,30,United-States,0
17,Private,other,5,Never-married,Service,Unmarried,White,Male,0,0,20,United-States,0
33,Private,Masters,14,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Male,0,0,40,United-States,0
72,Private,Doctorate,16,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Male,0,0,30,United-States,0
34,Official,Some-college,10,Married,Tech-Sales-AdmSupport,Wife,White,Female,0,0,40,United-States,1
65,Private,HS-grad,9,Never-married,PrecisionProduction-Craft-Repair,Other-relative,Asian-Pac-Islander,Male,0,0,40,Asia,0
36,Private,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,0,1887,50,United-States,1
32,Private,HS-grad,9,Never-married,Operator-Fabricator-Laborer,Unmarried,White,Male,0,0,40,United-States,0
26,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Other-relative,White,Male,0,0,40,Latin-America,0
22,Private,HS-grad,9,Never-married,Operator-Fabricator-Laborer,Not-in-family,White,Male,0,0,40,United-States,0
47,Private,Masters,15,Married,Managerial-ProfSpecialty,Husband,White,Male,99999,0,48,United-States,1
31,Private,Some-college,10,Never-married,Service,Not-in-family,White,Male,0,0,40,United-States,0
28,Self-employed,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Male,0,0,50,United-States,0
38,Private,Masters,14,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,50,Europe,1
34,Private,Some-school,12,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,28,United-States,0
44,Private,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,35,United-States,1
27,Private,Some-college,10,Never-married,Operator-Fabricator-Laborer,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,0
50,Official,Bachelors,13,Married,Service,Husband,White,Male,0,0,44,United-States,1
47,Private,HS-grad,9,Married,Service,Wife,Black,Female,0,0,30,United-States,0
20,Private,Some-college,10,Never-married,Service,Not-in-family,White,Male,0,0,40,United-States,0
24,Private,HS-grad,9,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Male,0,0,38,United-States,0
29,Official,Some-college,10,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,40,United-States,1
37,Official,Some-school,11,Never-married,Service,Unmarried,Black,Female,0,0,32,United-States,0
42,Private,Some-school,12,Divorced,Tech-Sales-AdmSupport,Not-in-family,White,Male,0,0,40,United-States,0
20,,Some-college,10,Never-married,,Own-child,White,Male,0,0,20,United-States,0
68,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,40,United-States,0
22,Official,Some-college,10,Never-married,Tech-Sales-AdmSupport,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Asia,0
72,Self-employed,HS-grad,9,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,30,United-States,0
45,Official,Some-college,10,Married,Tech-Sales-AdmSupport,Husband,Black,Male,0,0,20,United-States,0
30,Official,HS-grad,9,Married,Service,Husband,Black,Male,0,0,40,United-States,0
33,Private,HS-grad,9,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,40,United-States,0
43,Private,HS-grad,9,Married,Service,Husband,White,Male,0,0,40,United-States,1
56,Private,Some-college,10,other,Managerial-ProfSpecialty,Not-in-family,White,Male,4416,0,60,United-States,0
25,Self-employed,Some-school,11,Married,Farming-Forestry-Fishing,Husband,White,Male,0,0,40,United-States,0
41,Private,HS-grad,9,Divorced,Service,Not-in-family,White,Female,0,0,40,Latin-America,0
25,Private,Bachelors,13,Never-married,Service,Not-in-family,White,Female,0,0,37,United-States,0
31,Official,Some-school,12,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,40,United-States,1
36,Private,HS-grad,9,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,38,United-States,0
37,Private,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,40,United-States,1
58,Self-employed,HS-grad,9,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,20,United-States,0
26,Private,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Not-in-family,Black,Female,0,0,40,United-States,0
55,Private,Some-college,10,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,50,North-America,1
46,Official,Some-college,10,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,48,United-States,1
44,Private,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,1617,20,United-States,0
44,Private,MS-grad,7,Married,Service,Husband,Black,Male,0,0,60,United-States,0
